"","Gene","Identity.x","Score.x","Length.x","Mismatches.x","DE.x","Identity.y","Score.y","Length.y","Mismatches.y","DE.y","mismatchRatio","X.1","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_starvation1","IAI1_starvation2","IAI1_K12ref_starvation1","IAI1_K12ref_starvation2"
"1054","nuoG",2705,2661,2727,22,0,905,4898,908,3,0,0.00806747341400807,1061,"nuoG",1240,1881.53145982921,0.00764623844579354,0.0565683580658822,0.135168117075068,0.892478954601944,0.999740963348521,1935.6966140793,1808.97873599238,1957.4761094948,1823.97437975038
"1055","nuoH",977,975,978,1,0,325,1687,325,0,0,0.00102249488752556,1062,"nuoH",1239,566.152749037273,0.0237155983017286,0.0555036319063465,0.42728011640292,0.669175313499316,0.999740963348521,537.645559773252,571.139478071303,560.951065416403,594.874892888133
"1056","nuoL",1827,1797,1842,15,0,612,3148,613,1,0,0.00814332247557003,1063,"nuoL",1238,955.413406418805,0.0163685611171705,0.0567199653874359,0.288585527254153,0.77289857208161,0.999740963348521,941.526975461665,946.713687386673,958.929188873948,974.483773952933
"1057","nuoM",1526,1518,1530,4,0,509,2622,509,0,0,0.00261437908496732,1064,"nuoM",1237,391.051354147027,0.016603181505903,0.0537629113235596,0.308822217717724,0.757456767402591,0.999740963348521,378.854575827379,390.019371212115,392.575705492058,402.755764056557
"1058","nuoN",1432,1380,1458,26,0,485,2445,485,0,0,0.0178326474622771,1065,"nuoN",1236,641.42400226755,-0.0317245753118315,0.0544722457185404,-0.582398887605136,0.560298030656221,0.999740963348521,599.781162186854,722.258094837251,565.453080387642,678.203671658455
"1059","nupC",1183,1143,1203,20,0,400,2032,400,0,0,0.0166251039068994,1066,"nupC",1297,605.580868265423,-0.0112017484011466,0.0546026989890466,-0.205150086141231,0.837454865438748,0.999740963348521,561.809405156319,662.255114650771,550.146229485429,648.112723769172
"1060","nupG",1255,1251,1257,2,0,418,2179,418,0,0,0.00159108989657916,1067,"nupG",1599,3456.58137990048,0.0303568816771903,0.0567473391145667,0.534948107714849,0.592685740877236,0.999740963348521,3130.08097158521,3640.18079797974,3265.76166013691,3790.30208990007
"1061","nusA",1480,1464,1488,8,0,495,2571,495,0,0,0.00537634408602151,1068,"nusA",1705,527.83339359925,0.0188485234016553,0.0549347130722252,0.343107706358169,0.731517433814828,0.999740963348521,542.823526641052,494.469003388579,563.652274399147,510.388769968223
"1062","obgE",1156,1122,1173,17,0,388,2042,390,2,0,0.0144927536231884,1069,"obgE",1713,768.495893114686,-0.0444252878107599,0.056429560716998,-0.787269779283926,0.431123956651439,0.999740963348521,776.695030170026,813.373731416719,729.326425340749,754.58838553125
"1063","ompF",1088,1086,1089,1,0,362,1859,362,0,0,0.000918273645546373,1070,"ompF",531,14414.7548004299,0.0391427163566812,0.0538697593346186,0.726617620723744,0.46746023085513,0.999740963348521,14277.380643481,13957.3598911549,14892.6655248592,14531.6131422245
"1064","ompG",896,876,906,10,0,301,1616,301,0,0,0.011037527593819,1071,"ompG",741,9.85244840169441,-0.000308397760685462,0.01438761028817,-0.0214349537211914,0.982898690927745,0.999740963348521,12.0819226915337,7.77816409824732,12.6056419194697,6.94406489752684
"1065","ompL",686,672,693,7,0,228,1214,230,2,0,0.0101010101010101,1072,"ompL",2096,15.4342258295928,0.00157314430190233,0.018144291885866,0.086701884636665,0.930908478337608,0.999740963348521,14.6709061254338,15.5563281964946,15.3068509022133,16.2028180942293
"1066","ompN",1127,1113,1134,7,0,376,1965,377,1,0,0.00617283950617284,1073,"ompN",761,166.138143323056,0.0629423403967782,0.0456432896330222,1.37900534564539,0.167893105726663,0.999740963348521,147.572055732305,148.896284166449,178.279792861072,189.8044405324
"1067","ompR",716,708,720,4,0,239,1247,239,0,0,0.00555555555555556,1074,"ompR",1810,1172.72757883632,0.0274448684659905,0.0567518752467824,0.483594037142349,0.62867400741067,0.999740963348521,1131.38576061434,1170.05811363635,1177.72711647617,1211.73932461843
"1068","ompW",632,618,639,7,0,212,1116,212,0,0,0.0109546165884194,1075,"ompW",701,1999.35921512409,0.0045211550642871,0.0560915227172187,0.0806031793267617,0.935757537697683,0.999740963348521,2200.63591881507,1783.42191109813,2227.59700776915,1785.78202281399
"1069","oppA",1624,1608,1632,8,0,540,2886,543,3,0,0.00490196078431373,1076,"oppA",692,788.376486204624,0.0247707603216538,0.0561180448076555,0.44140455011495,0.658920148747776,0.999740963348521,813.803792722594,731.147425235248,848.179620581464,760.375106279189
"1070","oppB",913,897,921,8,0,306,1578,306,0,0,0.00868621064060804,1077,"oppB",693,69.1347973650936,0.00473995199008181,0.0337738268024835,0.140343942005804,0.888388247159793,0.999740963348521,60.4096134576687,75.5593083829739,63.0282095973487,77.5420580223831
"1071","oppC",907,903,909,2,0,302,1545,302,0,0,0.0022002200220022,1078,"oppC",694,71.9681864529076,0.0051946315519064,0.034960181896784,0.148587085938024,0.881879463810915,0.999740963348521,68.176563759369,73.3369757834747,71.1318365455792,75.2273697232074
"1072","oppD",1001,975,1014,13,0,335,1773,337,2,0,0.0128205128205128,1079,"oppD",695,110.24030288697,-0.00871557042344234,0.0400109863551832,-0.217829431798381,0.827562011890214,0.999740963348521,121.682221393304,103.338465876714,115.251583263723,100.688941014139
"1073","oppF",989,957,1005,16,0,333,1767,334,1,0,0.0159203980099502,1080,"oppF",696,220.758464457883,-0.0210139198071078,0.0488741519680694,-0.429959783667177,0.667224895898268,0.999740963348521,226.967547705241,227.789091448671,218.797927602225,209.479291075393
"1074","osmY",601,591,606,5,0,201,1010,201,0,0,0.00825082508250825,1081,"osmY",2341,156.916016060202,0.00963317720064202,0.0445492556847781,0.216236546549835,0.828803367332134,0.999740963348521,144.983072298405,163.341446063194,150.367300039389,168.97224583982
"1075","otsA",1424,1422,1425,1,0,474,2529,474,0,0,0.000701754385964912,1082,"otsA",1044,203.916925266716,0.0138654903438129,0.0478233478497811,0.289931403116446,0.771868716739112,0.999740963348521,207.118674712007,192.231769856684,216.096718619481,200.220537878691
"1076","otsB",801,801,801,0,0,266,1412,266,0,0,0,1083,"otsB",1045,77.0470998775408,0.00632116110147194,0.0349115468292434,0.181062189320614,0.856318762568135,0.999740963348521,66.4505748034356,84.4486387809709,69.3310305570836,87.9581553686733
"1077","oxc",1694,1692,1695,1,0,563,2997,564,1,0,0.000589970501474926,1084,"oxc",1282,39.5614097498352,0.00378945460400215,0.0275941667968194,0.137328103867189,0.890771457202091,0.999740963348521,39.697745986468,37.779654191487,41.4185377354006,39.3497010859854
"1078","oxyR",908,888,918,10,0,305,1606,305,0,0,0.0108932461873638,1085,"oxyR",2155,536.509380719109,0.0142569327542814,0.0554445002583959,0.257138808859991,0.797071619379334,0.999740963348521,535.056576339351,524.470493481819,548.345423496934,538.16502955833
"1079","paaA",924,912,930,6,0,308,1671,309,1,0,0.00645161290322581,1086,"paaA",766,14.1116777254318,0.00141746328750166,0.0172785051731529,0.0820362220745864,0.934617909468012,0.999740963348521,12.0819226915337,15.5563281964946,12.6056419194697,16.2028180942293
"1080","paaC",740,726,747,7,0,248,1308,248,0,0,0.00937081659973226,1087,"paaC",767,14.4882634844162,0.00142876970929653,0.0172330155921306,0.0829088618679703,0.933924007552337,0.999740963348521,17.2598895593339,11.1116629974962,18.0080598849568,11.5734414958781
"1081","paaE",1188,1152,1206,18,0,398,2065,401,3,0,0.0149253731343284,1088,"paaJ",772,1125.89848791245,0.0222742368085118,0.0567483059387164,0.39250928182008,0.694681954581017,0.999740963348521,1140.87869987197,1075.60897815763,1179.52792246467,1107.57835115553
"1082","paaF",752,720,768,16,0,252,1299,255,3,0,0.0208333333333333,1089,"paaF",769,1.28576855532539,-0.00132939601704607,0.00552748169544866,-0.240506633995857,0.809937520989317,0.999740963348521,0.862994477966696,2.22233259949923,0.900402994247838,1.15734414958781
"1083","paaG",778,756,789,11,0,258,1358,262,4,0,0.0139416983523447,1090,"paaG",770,4.47275728960559,0.000478539490218581,0.010097689787465,0.047390987472464,0.962201611906319,0.999740963348521,4.31497238983348,4.44466519899847,4.50201497123919,4.62937659835123
"1084","paaH",1417,1395,1428,11,0,472,2500,475,3,0,0.007703081232493,1091,"paaH",771,12.598587767921,0.00126807119982586,0.0162648989541163,0.0779636690890685,0.937856952860683,0.999740963348521,14.6709061254338,10.0004966977465,15.3068509022133,10.4160973462903
"1085","paaJ",1060,1038,1071,11,0,352,1880,356,4,0,0.0102707749766573,1092,"paaE",768,16.7726568910593,-0.00178193092448464,0.0186146881013349,-0.0957271437901155,0.923737282266912,0.999740963348521,19.848872993234,14.445161896745,18.9084628792046,13.8881297950537
"1086","paaK",1298,1266,1314,16,0,436,2348,437,1,0,0.0121765601217656,1093,"paaK",773,679.051302212124,-0.00579057407258602,0.0561637356461001,-0.103101654581413,0.917882291857471,0.999740963348521,695.573549241157,668.922112449269,689.708693593844,662.000853564226
"1087","paaX",935,903,951,16,0,314,1646,316,2,0,0.0168243953732913,1094,"paaX",774,183.41937683901,-0.0270376524333454,0.0467475452166475,-0.578375876381139,0.563010377153733,0.999740963348521,195.036752020473,187.787104657685,181.881404838063,168.97224583982
"1088","pabC",803,789,810,7,0,265,1416,269,4,0,0.00864197530864197,1095,"pabC",613,118.684229249506,0.00953490513844351,0.0414791900850532,0.229872018207014,0.818191220349365,0.999740963348521,119.093237959404,113.338962574461,124.255613206202,118.049103257956
"1089","panC",835,801,852,17,0,283,1486,283,0,0,0.0199530516431925,1096,"panC",98,541.616927229755,-0.0293995581682716,0.0535201102308412,-0.549317967423205,0.582787259053318,0.999740963348521,503.98877513255,612.252631162039,472.711571980115,577.514730644316
"1090","panE",895,861,912,17,0,300,1601,303,3,0,0.018640350877193,1097,"panE",233,135.884971900038,-0.0117972410412217,0.0432682078559944,-0.27265379422428,0.785119356165959,0.999740963348521,138.079116474671,140.006953768452,132.359240154432,133.094577202598
"1091","panF",1434,1398,1452,18,0,483,2460,483,0,0,0.012396694214876,1098,"panF",1751,21.3255890672741,-0.00490877072635464,0.0205008036268288,-0.239442844081032,0.810762211244162,0.999740963348521,18.1228840373006,26.6679911939908,16.2072538964611,24.3042271413439
"1092","parC",2243,2211,2259,16,0,752,3986,752,0,0,0.00708277999114653,1099,"parC",1628,280.971156619703,0.0182912357267323,0.0512386556864595,0.356981179183551,0.721105895533406,0.999740963348521,276.158232949343,273.346909738406,290.830167142052,283.549316649013
"1093","parE",1848,1758,1893,45,0,630,3379,630,0,0,0.0237717908082409,1100,"parE",1630,222.830875412903,-0.0317877933336729,0.0489668419697051,-0.649169765804776,0.51622865167415,0.999740963348521,227.830542183208,237.789588146418,211.594703648242,214.108667673744
"1094","pbpC",2296,2262,2313,17,0,765,3986,770,5,0,0.00734976221357544,1101,"pbpC",1372,40.0478467890518,-0.000573239592196235,0.0267527382453955,-0.0214273240719535,0.982904777109243,0.999740963348521,33.6567846407011,46.6689845894839,32.4145077929222,47.4511101331001
"1095","pbpG",931,927,933,2,0,309,1643,310,1,0,0.00214362272240086,1102,"pbpG",1152,166.086603067741,0.0113167059947161,0.045580817415953,0.248277820282251,0.803919458698294,0.999740963348521,157.927989467905,167.786111262192,163.873344953107,174.758966587759
"1096","pck",1586,1512,1623,37,0,540,2901,540,0,0,0.0227972889710413,1103,"pck",1808,19654.2904824779,-0.110440623871604,0.0550735646971494,-2.00532913529238,0.0449278720547649,0.999740963348521,19979.185159407,21749.969151299,17772.1543004638,19115.8533187418
"1097","pcm",623,615,627,4,0,208,1083,208,0,0,0.00637958532695375,1104,"pcm",1468,194.275755857032,0.0126506303555154,0.0462486890842445,0.273534895929085,0.784442071667639,0.999740963348521,207.118674712007,173.34194276094,216.096718619481,180.545687335698
"1098","pcnB",1385,1359,1398,13,0,463,2472,465,2,0,0.00929899856938484,1105,"pcnB",101,105.049693074689,0.00247849874221213,0.0388587887547405,0.0637821924367049,0.949143657760709,0.999740963348521,93.2034036204032,115.56129517396,94.542314396023,116.891759108368
"1099","pdhR",765,765,765,0,0,254,1307,254,0,0,0,1106,"pdhR",85,411.478359934162,0.0569092456453231,0.0535441296200443,1.06284752500709,0.287851103254738,0.999740963348521,371.950620003646,402.242200509361,408.782959388519,462.937659835123
"1100","pdxB",1114,1068,1137,23,0,374,1964,378,4,0,0.0202286719437115,1107,"pdxB",1263,214.384579333187,-0.0139460869149492,0.0485770845108769,-0.287091888189102,0.774041963150875,0.999740963348521,218.337602925574,218.899761050674,206.192285682755,214.108667673744
"1101","pdxH",647,627,657,10,0,217,1160,218,1,0,0.015220700152207,1108,"pdxH",891,231.994192349974,-0.00296907887977701,0.0484034896140556,-0.0613401823598032,0.951088290139638,0.999740963348521,214.885625013707,251.123583743413,214.295912630986,247.671648011791
"1102","pdxJ",711,669,732,21,0,243,1263,243,0,0,0.0286885245901639,1109,"pdxJ",1399,220.845937735194,-0.0495879176448877,0.0484651530072469,-1.02316643130112,0.306229161673492,0.999740963348521,242.501448308642,231.12259034792,218.797927602225,190.961784681988
"1103","pdxK",833,795,852,19,0,280,1481,283,3,0,0.0223004694835681,1110,"pdxK",1307,135.579152258124,-0.0159961828491328,0.0431019832156474,-0.371124056382762,0.710545134083434,0.999740963348521,136.353127518738,143.340452667701,126.056419194697,136.566609651361
"1104","pdxY",861,855,864,3,0,287,1528,287,0,0,0.00347222222222222,1111,"pdxY",889,108.037331833291,0.00880231242035128,0.0401300998135035,0.219344393890327,0.826381782457723,0.999740963348521,110.463293179737,101.116133277215,115.251583263723,105.31831761249
"1105","pepA",1494,1458,1512,18,0,503,2694,503,0,0,0.0119047619047619,1112,"pepA",2311,657.180191500763,-0.0310209047111836,0.0561364816196852,-0.552597950853862,0.580538745467116,0.999740963348521,669.683714902156,677.811442847266,636.584916933222,644.640691320408
"1106","pepB",1272,1248,1284,12,0,425,2264,427,2,0,0.00934579439252336,1113,"pepB",1375,569.328059170308,0.00315349902574189,0.0551093311740735,0.057222596583162,0.954367878179477,0.999740963348521,599.781162186854,535.582156479315,601.469200157556,540.479717857506
"1107","pepD",1439,1401,1458,19,0,484,2570,485,1,0,0.0130315500685871,1114,"pepD",152,830.354268133972,-0.00419187470576154,0.0565655874051228,-0.074106447012374,0.940925685395155,0.999740963348521,826.748709892095,838.93055631096,808.561888834559,847.175917498275
"1108","pepE",686,678,690,4,0,229,1196,229,0,0,0.00579710144927536,1115,"pepE",2186,296.97887242933,0.0127953397997326,0.0465814275668372,0.274687584045664,0.783556270865929,0.999740963348521,241.638453830675,340.016887723383,252.112838389395,354.147309773869
"1109","pepN",2554,2436,2613,59,0,867,4682,870,3,0,0.0225794106391121,1116,"pepN",534,3866.38159765877,-0.0719134858534045,0.0554283388905022,-1.29741369293907,0.194488883617618,0.999740963348521,4109.57970407741,3940.19569891214,3773.58894889269,3642.16203875283
"1110","pepQ",1304,1248,1332,28,0,441,2378,443,2,0,0.021021021021021,1117,"pepQ",2081,1158.76309962031,-0.0370663035314308,0.0567558318831325,-0.653083609236052,0.513702378497452,0.999740963348521,1217.68520841101,1158.94645063885,1146.2130116775,1112.20772775388
"1111","pepT",1212,1186,1225,13,0,405,2171,408,3,0,0.0106122448979592,1118,"pepT",636,592.349707378654,-0.000269380639427416,0.0558005614794075,-0.00482756144894397,0.996148178214909,0.999740963348521,590.28822292922,594.473970366045,581.660334284104,602.976301935247
"1112","perM",1049,1023,1062,13,0,353,1787,353,0,0,0.012241054613936,1119,"yfgO",1352,242.550532922772,0.0132630394167819,0.0498602288660765,0.266004383020506,0.790235833439244,0.999740963348521,239.912464874741,236.678421846668,249.411629406651,244.199615563027
"1113","pfkA",958,948,963,5,0,320,1678,320,0,0,0.00519210799584631,1120,"pfkA",2123,849.931543971905,0.0256894434237711,0.05653403432325,0.454406690258194,0.649536137926059,0.999740963348521,807.762831376827,858.931549706454,841.876799621729,891.154995182611
"1114","pfkB",922,906,930,8,0,307,1608,309,2,0,0.00860215053763441,1121,"pfkB",939,156.863137460723,0.00696730753994597,0.0441025608209625,0.157979659463092,0.874472826825248,0.999740963348521,167.420928725539,142.229286367951,171.976971901337,145.825362848064
"1115","pflA",737,729,741,4,0,246,1320,246,0,0,0.00539811066126856,1122,"pflA",510,609.876514987251,0.0189636655859048,0.0533839399328563,0.355231659741795,0.722416048358148,0.999740963348521,529.878609471551,665.58861355002,551.947035473925,692.091801453508
"1116","pflB",2277,2265,2283,6,0,760,4113,760,0,0,0.0026281208935611,1123,"pflB",511,12043.987125314,0.0329572488543458,0.0543018236644593,0.606927109078224,0.543899286522167,0.999740963348521,12068.9777743642,11592.7980052878,12510.1992020795,12003.9735195247
"1117","pflC",861,825,879,18,0,290,1539,292,2,0,0.0204778156996587,1124,"pflC",2147,15.108081923126,-0.000882987560305486,0.0178035486956865,-0.0495961549800134,0.960444210744558,0.999740963348521,17.2598895593339,13.3339955969954,17.1076568907089,12.7307856454659
"1118","pflD",2256,2172,2298,42,0,760,4090,765,5,0,0.0182767624020888,1125,"pflD",2146,64.1309885523769,-0.00702596872608837,0.0334649879855069,-0.209949835605236,0.833706825736526,0.999740963348521,68.176563759369,63.3364790857281,64.8290155858444,60.181895778566
"1119","pfs",699,699,699,0,0,232,1207,232,0,0,0,1126,"mtn",112,1339.55192951077,0.0315502059922727,0.0566809866994686,0.556627677629482,0.577781839379935,0.999740963348521,1317.79256785514,1305.6204022058,1374.91537221645,1359.87937576567
"1120","pgi",1629,1587,1650,21,0,548,2953,549,1,0,0.0127272727272727,1127,"pgi",2189,1577.63805566512,-0.0193668383127548,0.0565817123872375,-0.342280880087382,0.732139523041859,0.999740963348521,1564.60898855362,1630.08096173269,1536.08750818681,1579.77476418736
"1121","pgk",1163,1161,1164,1,0,387,2003,387,0,0,0.000859106529209622,1128,"pgk",1578,2107.40531613809,0.031950272283173,0.0566044986732143,0.5644475798227,0.572449565690582,0.999740963348521,1971.07938767593,2156.77378781401,2056.52043886206,2245.24765020035
"1122","pgl",981,951,996,15,0,330,1766,331,1,0,0.0150602409638554,1129,"pgl",412,141.343150783319,-0.00290479333573236,0.0422421398194256,-0.0687652980684599,0.945176440805204,0.999740963348521,158.790983945872,125.561791871707,154.869315010628,126.150512305071
"1123","pgm",1607,1539,1641,34,0,544,2911,546,2,0,0.0207190737355271,1130,"pgm",371,2892.32994041637,-0.0468741514149902,0.0563824495519357,-0.831360676726414,0.405769906540523,0.999740963348521,3107.64311515807,2845.69689365877,2934.41335825371,2681.56639459495
"1124","pgpB",765,765,765,0,0,254,1301,254,0,0,0,1131,"pgpB",714,193.901419071905,0.0135328614944276,0.0474237205008828,0.285360603333003,0.775367887217392,0.999740963348521,194.173757542507,185.564772058186,202.590673705764,193.276472981164
"1125","pheA",1143,1107,1161,18,0,385,2060,386,1,0,0.0155038759689922,1132,"pheA",1420,414.345684946072,-0.0212476839081196,0.0541444471915964,-0.392425909030565,0.694743545548727,0.999740963348521,419.415316291814,426.687859103853,401.579735434536,409.699828954084
"1126","pheP",1366,1344,1377,11,0,457,2365,458,1,0,0.00798838053740015,1133,"pheP",308,127.010870257041,-0.00536531067512548,0.0423883632917319,-0.126575084727841,0.899276717810228,0.999740963348521,131.175160650938,125.561791871707,125.15601620045,126.150512305071
"1127","pheS",972,948,984,12,0,327,1750,327,0,0,0.0121951219512195,1134,"pheS",936,204.162247467429,0.00794396036988447,0.0475473657523768,0.167074668473876,0.867311297472145,0.999740963348521,212.296641579807,191.120603556934,218.797927602225,194.433817130752
"1128","pheT",2353,2283,2388,35,0,793,4183,795,2,0,0.0146566164154104,1135,"pheT",935,2956.82172586594,0.0269411164498212,0.0556052090116196,0.484507061994704,0.628026053703494,0.999740963348521,2904.8394128359,2916.81153684274,2996.54116485681,3009.0947889283
"1129","phnC",769,729,789,20,0,259,1377,262,3,0,0.0253485424588086,1136,"phnC",2228,1.00797698038799,0.000114564585730098,0.00496706689231547,0.0230648364948217,0.981598554631783,0.999740963348521,0.862994477966696,1.11116629974962,0.900402994247838,1.15734414958781
"1130","phnD",989,933,1017,28,0,338,1778,338,0,0,0.0275319567354966,1137,"phnD",2227,2.45680332882961,0.000269791883679251,0.00758128103268386,0.0355865825994504,0.971612007080626,0.999740963348521,2.58898343390009,2.22233259949923,2.70120898274352,2.31468829917561
"1131","phnI",1019,927,1065,46,0,351,1844,354,3,0,0.0431924882629108,1139,"phnI",2226,1.00797698038799,0.000114564585730098,0.00496706689231547,0.0230648364948217,0.981598554631783,0.999740963348521,0.862994477966696,1.11116629974962,0.900402994247838,1.15734414958781
"1132","phnJ",831,801,846,15,0,280,1510,281,1,0,0.0177304964539007,1140,"phnJ",2225,1.22372559987966,-0.00109771798640329,0.00543789801114253,-0.201864393954062,0.840022738513771,0.999740963348521,1.72598895593339,1.11116629974962,0.900402994247838,1.15734414958781
"1133","phnK",735,687,759,24,0,251,1304,252,1,0,0.0316205533596838,1141,"phnK",2224,11.5285961523215,0.00118169387177156,0.0157948130195194,0.074815312489689,0.940361658358346,0.999740963348521,10.3559337356004,12.2228292972458,10.8048359309741,12.7307856454659
"1134","phnL",655,600,682,27,0,224,1178,226,2,0,0.0395894428152493,1142,"phnL",2223,0.567127612334356,3.2982177747501e-05,0.00341678784750139,0.00965297794875382,0.992298157538697,0.999740963348521,0,1.11116629974962,0,1.15734414958781
"1135","phoA",1398,1362,1416,18,0,470,2490,471,1,0,0.0127118644067797,1143,"phoA",209,103.906629727693,0.00753583196386734,0.0398284545915431,0.189207239928095,0.849930393512623,0.999740963348521,101.83334840007,102.227299576965,106.247553321245,105.31831761249
"1136","phoB",685,675,690,5,0,229,1209,229,0,0,0.0072463768115942,1144,"phoB",217,72.8866647378504,0.00646810308100029,0.0351960350708993,0.183773628704792,0.854191045009604,0.999740963348521,71.6285416712358,71.1146431839755,74.7334485225706,74.0700255736196
"1137","phoE",1034,990,1056,22,0,350,1825,351,1,0,0.0208333333333333,1145,"phoE",154,102.694369546675,-0.0621094445819544,0.0395387850822952,-1.57084858456528,0.116217823747339,0.999740963348521,116.504254525504,120.005960372959,82.8370754708011,91.4301878174367
"1138","phoH",1064,1062,1065,1,0,354,1900,354,0,0,0.000938967136150235,1146,"phoH",579,8066.04215553897,0.0354317275099954,0.0557386403380138,0.63567620765645,0.524987486998615,0.999740963348521,7533.94179264925,8264.85493753765,7860.51813978363,8604.85375218534
"1139","phoP",661,639,672,11,0,222,1163,223,1,0,0.0163690476190476,1147,"phoP",639,808.88868195749,-0.0227347184312416,0.0565257909515473,-0.402200801590362,0.687536252347426,0.999740963348521,837.967638105662,807.817899917971,808.561888834559,781.20730097177
"1140","phoQ",1459,1455,1461,2,0,486,2574,486,0,0,0.00136892539356605,1148,"phoQ",638,371.890955077094,0.0191019970636135,0.0532745502784602,0.35855764082042,0.719926040064462,0.999740963348521,375.402597915513,353.350883320378,390.774899503562,368.035439568923
"1141","phoR",1281,1251,1296,15,0,429,2276,431,2,0,0.0115740740740741,1149,"phoR",218,67.6398110185119,0.00185941575311311,0.03381043313894,0.0549953248298256,0.956142188403201,0.999740963348521,62.1356024136021,72.2258094837251,62.1278066031009,74.0700255736196
"1142","phoU",720,708,726,6,0,241,1274,241,0,0,0.00826446280991736,1150,"phoU",2001,259.066659987319,-0.0121857396500214,0.0500433338216229,-0.243503754035589,0.80761517731814,0.999740963348521,247.679415176442,278.902741237154,245.81001742966,263.87446610602
"1143","php",872,858,879,7,0,291,1564,292,1,0,0.00796359499431172,1151,"php",1795,9.82721331531845,0.00102209785491909,0.0146638878207359,0.0697016962632354,0.944431091644845,0.999740963348521,10.3559337356004,8.88933039799693,10.8048359309741,9.25875319670245
"1144","phpB",608,600,612,4,0,201,1077,203,2,0,0.0065359477124183,1152,"cobC",347,13.8591212368704,0.00142307193366613,0.0172637522664866,0.0824312068256838,0.934303821026115,0.999740963348521,13.8079116474671,13.3339955969954,14.4064479079654,13.8881297950537
"1145","pitA",1497,1491,1500,3,0,499,2603,499,0,0,0.002,1153,"pitA",1863,389.292810856167,0.0176176635914288,0.0536636948274708,0.32829762557479,0.742686639299609,0.999740963348521,390.073504040946,374.463043015621,406.081750405775,386.552945962327
"1146","pitB",1489,1467,1500,11,0,498,2607,499,1,0,0.00733333333333333,1154,"pitB",1609,20.2028499848307,-0.00235976308422736,0.020494506515342,-0.115141249312876,0.908333165082599,0.999740963348521,22.4378564271341,18.8898270957435,19.8088658734524,19.6748505429927
"1147","pldA",866,858,870,4,0,289,1539,289,0,0,0.00459770114942529,1155,"pldA",2062,140.32653560201,0.00016410022118783,0.0436275073651056,0.00376139346707397,0.996998849302272,0.999740963348521,140.668099908571,140.006953768452,144.064479079654,136.566609651361
"1148","pldB",1020,1014,1023,3,0,340,1812,340,0,0,0.00293255131964809,1156,"pldB",2066,174.129236206017,0.0975226329361954,0.0450920624563105,2.16274500707713,0.030560797384808,0.999740963348521,160.516972901805,127.784124471206,216.096718619481,192.119128831576
"1149","plsB",2387,2313,2424,37,0,807,4313,807,0,0,0.0152640264026403,1157,"plsB",2200,1089.87601366528,0.00297116091206168,0.056744131215621,0.0523606732257758,0.958241309327997,0.999740963348521,1118.44084344484,1056.71915106189,1121.90213083281,1062.44192932161
"1150","plsC",731,717,738,7,0,244,1308,245,1,0,0.00948509485094851,1158,"plsC",1627,101.107227208113,0.00161671074803318,0.0391837414029469,0.0412597340158944,0.967088833317322,0.999740963348521,95.7923870543032,105.560798476214,95.4427173902709,107.633005911666
"1151","plsX",1065,1053,1071,6,0,355,1847,356,1,0,0.00560224089635854,1159,"plsX",608,218.494687446577,0.0136179440482752,0.0485613680076653,0.280427521031237,0.779149525014129,0.999740963348521,221.789580837441,206.676931753429,231.403569521694,214.108667673744
"1152","plsY",616,612,618,2,0,205,1055,205,0,0,0.00323624595469256,1160,"plsY",1643,59.2180853543299,0.00523392018722208,0.0320753205532273,0.163175927689847,0.870379919083853,0.999740963348521,52.6426631559684,63.3364790857281,54.9245826491181,65.968616526505
"1153","pmbA",1331,1287,1353,22,0,450,2399,450,0,0,0.016260162601626,1161,"pmbA",2301,335.944619821012,0.0048443900353386,0.0526998909199861,0.09192409985618,0.926758343609819,0.999740963348521,338.293835362945,330.016391025636,342.153137814179,333.315115081288
"1154","pncA",633,615,642,9,0,211,1127,213,2,0,0.014018691588785,1162,"pncA",963,237.814779002049,0.000972308431796395,0.0488169171734038,0.0199174484603899,0.984109226047407,0.999740963348521,222.652575315408,252.234750043163,220.59873359072,255.773057058905
"1155","pncB",1189,1161,1203,14,0,399,2143,400,1,0,0.0116375727348296,1163,"pncB",533,140.482490239913,-0.000528386457945236,0.0435029571632503,-0.0121459894315322,0.990309140831587,0.999740963348521,134.627138562805,146.673951566949,135.960852131424,144.668018698476
"1156","pnp",2111,2061,2136,25,0,708,3711,711,3,0,0.0117041198501873,1164,"pnp",1702,1076.91760831091,-0.0426642826721735,0.0567254152979317,-0.752119353346173,0.451979286376777,0.999740963348521,1071.83914163464,1147.83478764135,1009.35175655183,1078.64474741584
"1157","pntA",1518,1488,1533,15,0,508,2676,510,2,0,0.00978473581213307,1165,"pntA",863,1690.71077445782,0.00339004593001096,0.0567551022994884,0.0597311218315171,0.952369784342581,0.999740963348521,1781.22060252326,1592.3013075412,1786.39954058771,1602.92164717911
"1158","pntB",1375,1347,1389,14,0,462,2397,462,0,0,0.0100791936645068,1166,"pntB",862,1957.1399112356,0.00910802930829046,0.0567191948366134,0.160581075498819,0.872423361011162,0.999740963348521,2042.70792934717,1847.86955648361,2078.13011072401,1859.85204838761
"1159","pnuC",720,720,720,0,0,239,1232,239,0,0,0,1167,"pnuC",398,146.590764602739,0.0110634080548765,0.043991218721811,0.251491283404504,0.801434300523841,0.999740963348521,149.298044688238,137.784621168952,155.769718004876,143.510674548888
