"","Gene","Identity.x","Score.x","Length.x","Mismatches.x","DE.x","Identity.y","Score.y","Length.y","Mismatches.y","DE.y","mismatchRatio","X.1","IAI1","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_starvation1","K12_IAI1ref_starvation2","K12_starvation1","K12_starvation2"
"819","mdtA",1225,1179,1248,23,0,413,2145,415,2,0,0.0184294871794872,829,"mdtA",1099,8.34046671825178,0.0025437739602961,0.0123490511693435,0.205989425860589,0.836799171127552,0.999974208147515,9.58939371164833,5.8625007079447,12.2814484103051,5.62852404310897
"820","mdtB",3059,2931,3123,64,0,1035,5372,1040,5,0,0.0204931155939801,830,"mdtB",1100,10.2563970213903,0.00234431403806026,0.0140021859321251,0.167424861334094,0.867035764739759,0.999974208147515,10.6548819018315,8.79375106191705,11.257994376113,10.3189607456998
"821","mdtC",3021,2907,3078,57,0,1022,5346,1025,3,0,0.0185185185185185,831,"mdtC",1101,9.40116126818351,-0.000815342786027032,0.0132476232803111,-0.0615463444857172,0.950924106773977,0.999974208147515,7.45841733128204,11.7250014158894,7.16417823934464,11.2570480862179
"822","mdtE",1155,1149,1158,3,0,385,2010,385,0,0,0.00259067357512953,832,"mdtE",1838,3.04652762029638,-0.000273182840721201,0.00773273053117032,-0.0353281211106493,0.971818099918391,0.999974208147515,4.26195276073259,1.95416690264823,4.09381613676837,1.87617468103632
"823","mdtF",3068,2976,3114,46,0,1034,5442,1037,3,0,0.014771997430957,833,"mdtF",1839,14.1997596350113,0.0008276942489899,0.0153933015831637,0.0537697676173111,0.95711859660762,0.999974208147515,19.1787874232967,8.79375106191705,19.4456266496497,9.38087340518162
"824","mdtG",1221,1209,1227,6,0,408,2083,408,0,0,0.00488997555012225,834,"mdtG",575,4.43946285604485,-0.000397351703754279,0.00927730518310819,-0.0428305090661202,0.96583664357982,0.999974208147515,3.19646457054944,5.8625007079447,3.07036210257627,5.62852404310897
"825","mdtH",1189,1149,1209,20,0,402,2068,402,0,0,0.0165425971877585,835,"mdtH",581,2.52429206420257,-0.000233989284414691,0.00715313847485331,-0.0327114154489354,0.973904720552046,0.999974208147515,3.19646457054944,1.95416690264823,3.07036210257627,1.87617468103632
"826","mdtK",1361,1335,1374,13,0,456,2356,457,1,0,0.00946142649199418,836,"mdtK",888,102.23133810619,-0.0062430129238692,0.0370032761904828,-0.16871514002522,0.866020709482099,0.999974208147515,93.7629607361171,114.318763804922,91.0874090430962,109.756218840625
"827","mdtL",1142,1074,1176,34,0,389,1990,391,2,0,0.0289115646258503,837,"mdtL",1960,2.9596419040299,-0.000271778102965136,0.00768071496265813,-0.0353844797374279,0.971773160337768,0.999974208147515,2.1309763803663,3.90833380529647,2.04690806838418,3.75234936207265
"828","melA",1349,1335,1356,7,0,449,2435,451,2,0,0.0051622418879056,838,"melA",2198,110.31981369765,-0.00584076437089273,0.0380669226843501,-0.153434109169375,0.878055948108632,0.999974208147515,121.465653680879,102.593762389032,118.720667966283,98.499170754407
"829","melB",1406,1398,1410,4,0,468,2441,469,1,0,0.00283687943262411,839,"melB",2199,47.2828497756854,-0.00286705846897167,0.02801978867701,-0.102322629982005,0.918500593450983,0.999974208147515,50.077944938608,45.9229222122335,48.1023396070283,45.0281923448718
"830","melR",909,909,909,0,0,302,1644,302,0,0,0,840,"melR",2197,157.291764460937,-0.0101827574152731,0.0429100488996821,-0.237304726430842,0.81242039565631,0.999974208147515,170.478110429304,150.470851503914,163.752645470735,144.465450439797
"831","menA",923,915,927,4,0,307,1593,308,1,0,0.00431499460625674,841,"menA",2097,4.78221208085935,0.000722669610408784,0.00968354857294934,0.0746285935331121,0.940510223205059,0.999974208147515,5.32744095091574,3.90833380529647,6.14072420515255,3.75234936207265
"832","menB",844,816,858,14,0,285,1540,285,0,0,0.0163170163170163,842,"menB",1209,26.2901566307237,0.00182316063527685,0.0213451580092939,0.0854133117441917,0.931932810595581,0.999974208147515,22.3752519938461,29.3125035397235,22.515988752226,30.9568822370993
"833","menC",940,894,963,23,0,318,1659,320,2,0,0.023883696780893,843,"menC",1208,18.1458871251426,0.00372162433057397,0.0182639774696358,0.203768556808682,0.838534365320715,0.999974208147515,15.9823228527472,18.5645855751582,17.3987185812656,20.6379214913996
"834","menD",1658,1632,1671,13,0,554,2930,556,2,0,0.00777977259126272,844,"menD",1211,23.8943495229054,-0.00202976975247688,0.0206984838317998,-0.0980636924410123,0.921881717760194,0.999974208147515,22.3752519938461,26.3812531857512,21.4925347180339,25.3283581939904
"835","menE",1328,1272,1356,28,0,446,2351,451,5,0,0.0206489675516224,845,"menE",1207,9.91768192553097,0.000232794177629308,0.0129919917577082,0.0179182824289579,0.985704044086068,0.999974208147515,13.8513464723809,5.8625007079447,14.3283564786893,5.62852404310897
"836","menF",1287,1269,1296,9,0,427,2271,431,4,0,0.00694444444444444,846,"menF",1212,20.5157440650166,-0.000637435136587812,0.0181417181560617,-0.0351364259495358,0.971970955627246,0.999974208147515,27.7026929447619,13.6791683185376,26.6098048889944,14.0713101077724
"837","mepA",819,807,825,6,0,273,1446,274,1,0,0.00727272727272727,847,"mepA",1247,7.00719777838066,-0.000631815468214544,0.0116991572600812,-0.0540052120138917,0.95693101171719,0.999974208147515,7.45841733128204,6.83958415926882,7.16417823934464,6.56661138362713
"838","metA",919,897,930,11,0,304,1634,309,5,0,0.0118279569892473,848,"metA",2145,62.71723714036,-0.00483340696068129,0.0311374837181739,-0.155227924145335,0.876641634814884,0.999974208147515,58.6018504600732,69.3729250440123,56.289971880565,66.6042011767895
"839","metB",1150,1128,1161,11,0,385,2037,386,1,0,0.00947459086993971,849,"metB",2102,16.6690161953636,-0.00135158655454174,0.0170253964385524,-0.079386495311275,0.936725209919571,0.999974208147515,21.309763803663,12.7020848672135,20.4690806838418,12.1951354267361
"840","metC",1169,1131,1188,19,0,392,2108,395,3,0,0.015993265993266,850,"metC",1594,32.2085191802886,0.00129887829954153,0.0230185806180386,0.0564273845157795,0.955001342015301,0.999974208147515,38.3575748465933,25.404169734427,37.8677992651074,27.2045328750267
"841","metF",870,828,891,21,0,296,1590,296,0,0,0.0235690235690236,851,"metF",2104,37.6018578987224,0.00611770685747036,0.0254005120222458,0.240849745552864,0.809671572861757,0.999974208147515,34.0956220858607,38.1062546016406,37.8677992651074,40.3377556422809
"842","metG",1988,1896,2034,46,0,675,3667,677,2,0,0.0226155358898722,852,"metG",1120,23.6964492429423,0.00746706779602461,0.0207219336133632,0.360346091988695,0.718588334761778,0.999974208147515,22.3752519938461,21.4958359291306,25.5863508548023,25.3283581939904
"843","metH",3614,3474,3684,70,0,1225,6572,1227,2,0,0.0190010857763301,853,"metH",2149,172.793819486896,0.0152927466365053,0.0445734387462589,0.343091021618537,0.731529985369897,0.999974208147515,164.085181288205,171.966687433045,175.010639846848,180.112769379487
"844","metI",643,621,654,11,0,217,1075,217,0,0,0.0168195718654434,854,"metI",129,27.5615910612791,-0.000236245452446187,0.0220713184105269,-0.0107037308805943,0.991459821462199,0.999974208147515,29.8336693251282,25.404169734427,29.6801669915707,25.3283581939904
"845","metK",1141,1113,1155,14,0,384,2052,384,0,0,0.0121212121212121,855,"metK",1562,53.5498381960098,-0.00317729165119243,0.0293735586584682,-0.10816842753496,0.913862089153208,0.999974208147515,50.077944938608,58.625007079447,50.1492476754125,55.3471530905715
"846","metL",2412,2370,2433,21,0,810,4265,810,0,0,0.00863131935881628,856,"metL",2103,39.9194442112565,0.00359377558188815,0.0254413919996004,0.141257034282739,0.88766689087414,0.999974208147515,33.0301338956776,44.9458387609094,34.7974371625311,46.9043670259081
"847","metN",1022,1002,1032,10,0,342,1819,343,1,0,0.00968992248062015,857,"metN",130,19.5156370694571,-0.000613355846250791,0.0182389404155973,-0.0336289188009119,0.973173061437029,0.999974208147515,14.9168346625641,24.4270862831029,14.3283564786893,24.3902708534722
"848","metQ",801,771,816,15,0,270,1389,271,1,0,0.0183823529411765,858,"metQ",128,72.320289323485,0.012320252590379,0.0318774581680301,0.38648792276465,0.699135345346543,0.999974208147515,79.9116142637361,57.6479236281229,86.9935929063278,64.7280264957531
"849","metR",938,906,954,16,0,316,1680,317,1,0,0.0167714884696017,859,"metR",2036,9.84810375372783,0.00122947130599974,0.0133160858956074,0.0923297818621993,0.926436026920233,0.999974208147515,6.39292914109889,12.7020848672135,7.16417823934464,13.1332227672543
"850","mfd",3404,3318,3447,43,0,1145,6096,1148,3,0,0.0124746156077749,860,"mfd",613,33.1283766168229,0.000222466465752429,0.0240040169279766,0.00926788488859735,0.992605403594437,0.999974208147515,31.9646457054944,34.1979207963441,30.7036210257628,35.6473189396901
"851","mglA",1504,1470,1521,17,0,506,2686,506,0,0,0.0111768573307035,861,"mglA",1140,55.3604688341981,0.00414245018688212,0.0292750306223259,0.141501139326665,0.887474060046774,0.999974208147515,47.9469685582417,60.5791739820953,49.1257936412204,63.789939155235
"852","mglB",985,957,999,14,0,332,1719,332,0,0,0.014014014014014,862,"mglB",1141,328.981144241847,-0.00481927923311766,0.0511695683545021,-0.094182526608975,0.92496416481575,0.999974208147515,345.21817361934,316.575038229014,340.810193385966,313.321171733066
"853","mglC",1010,1008,1011,1,0,336,1677,336,0,0,0.000989119683481701,863,"mglC",1139,33.0898891461397,-0.000626888546811219,0.0225683475368861,-0.0277773348618733,0.977839743146489,0.999974208147515,24.5062283742124,42.014588406937,24.5628968206102,41.2758429827991
"854","mgtA",2663,2595,2697,34,0,897,4782,898,1,0,0.0126065999258435,864,"mgtA",2266,88.244921481114,-0.00290546219179275,0.0357759107306044,-0.0812128086317949,0.93527271334981,0.999974208147515,85.2390552146519,92.8229278757911,83.9232308037515,90.9944720302617
"855","mhpB",938,924,945,7,0,313,1661,314,1,0,0.00740740740740741,865,"mhpB",182,0.47879269796057,-5.52723542641579e-05,0.00297125915648068,-0.0186023336751364,0.985158341155445,0.999974208147515,0,0.977083451324117,0,0.938087340518162
"856","mhpC",859,843,867,8,0,286,1528,288,2,0,0.00922722029988466,866,"mhpC",183,1.47982095201495,-0.000141991565678067,0.00555770424385712,-0.0255486005458115,0.979617383492737,0.999974208147515,1.06548819018315,1.95416690264823,1.02345403419209,1.87617468103632
"857","mhpD",794,762,810,16,0,264,1398,269,5,0,0.0197530864197531,867,"mhpD",184,1.00102825405438,-9.91267545357955e-05,0.00465531401945706,-0.0212932476996163,0.983011730174536,0.999974208147515,1.06548819018315,0.977083451324117,1.02345403419209,0.938087340518162
"858","mhpE",1012,1008,1014,2,0,337,1781,337,0,0,0.0019723865877712,868,"mhpE",186,5.52737682636571,-0.000499027420208953,0.0104151695182263,-0.0479135187704497,0.961785165344722,0.999974208147515,6.39292914109889,4.88541725662058,6.14072420515255,4.69043670259081
"859","mhpF",940,918,951,11,0,316,1656,316,0,0,0.0115667718191377,869,"mhpF",185,3.96067015808428,-0.000361556628912482,0.00885683794687662,-0.0408223150385162,0.967437549356828,0.999974208147515,3.19646457054944,4.88541725662058,3.07036210257627,4.69043670259081
"860","mhpR",819,789,834,15,0,273,1437,277,4,0,0.0179856115107914,870,"mhpR",181,563.153518293411,-0.0206951415826672,0.054860405829345,-0.377232746820063,0.706000646441343,0.999974208147515,546.595441563955,600.906322564332,540.383730053424,564.728578991933
"861","mhpT",1200,1176,1212,12,0,401,1977,403,2,0,0.0099009900990099,871,"mhpT",187,17.6236515690488,0.00374287607224539,0.0179565536099246,0.20844067038436,0.83488490326154,0.999974208147515,14.9168346625641,18.5645855751582,16.3752645470735,20.6379214913996
"862","miaA",950,948,951,1,0,316,1657,316,0,0,0.0010515247108307,872,"miaA",2227,626.861822587203,-0.0232976154234138,0.0553708543672765,-0.420755931791842,0.673933314070288,0.999974208147515,660.602677913552,618.493824688166,634.541501199097,593.809286547996
"863","miaB",1403,1359,1425,22,0,474,2544,474,0,0,0.0154385964912281,873,"miaB",351,73.1328629263304,1.06645613449506e-06,0.0329913830286809,3.2325293352144e-05,0.999974208147515,0.999974208147515,67.1257559815383,79.1437595572535,66.524512222486,79.7374239440437
"864","minC",692,684,696,4,0,230,1220,231,1,0,0.00574712643678161,874,"minC",636,54.709011107925,-0.00424802002127805,0.0293469284870437,-0.144751776089736,0.884906858203304,0.999974208147515,50.077944938608,61.5562574334194,48.1023396070283,59.0995024526442
"865","minD",812,810,813,1,0,270,1393,270,0,0,0.001230012300123,875,"minD",635,94.3582342884061,-0.00702476843258631,0.0367761473270819,-0.191014256336016,0.848514423865055,0.999974208147515,94.8284489263002,97.7083451324117,91.0874090430962,93.8087340518162
"866","mipA",743,735,747,4,0,248,1301,248,0,0,0.00535475234270415,876,"mipA",957,86.1491802512732,-0.0056131431690417,0.0355973138848626,-0.157684458641938,0.874705447480745,0.999974208147515,87.3700315950182,87.9375106191705,83.9232308037515,85.3659479871527
"867","mlrA",726,714,732,6,0,243,1270,243,0,0,0.00819672131147541,877,"mlrA",1124,24.5331304967423,0.0008449313222931,0.0205673971124092,0.0410811012047467,0.967231240937352,0.999974208147515,21.309763803663,27.3583366370753,19.4456266496497,30.0187948965812
"868","mltA",1075,1029,1098,23,0,365,1955,365,0,0,0.0209471766848816,878,"mltA",1486,45.5490089331379,0.000185499143915051,0.0275111348709827,0.00674269326892455,0.994620149907366,0.999974208147515,49.0124567484248,42.014588406937,47.0788855728362,44.0901050043536
"869","mltB",1083,1077,1086,3,0,361,1934,361,0,0,0.00276243093922652,879,"mltB",1420,4.48290571417809,-0.000411427540914601,0.00945213953357409,-0.0435274510552036,0.965281082480472,0.999974208147515,4.26195276073259,4.88541725662058,4.09381613676837,4.69043670259081
"870","mltC",1070,1050,1080,10,0,357,1911,359,2,0,0.00925925925925926,880,"mltC",1574,10.0102825405438,-0.000890660772719037,0.0138592574934008,-0.0642646817943264,0.948759475145019,0.999974208147515,10.6548819018315,9.77083451324117,10.2345403419209,9.38087340518162
"871","mltD",1351,1335,1359,8,0,451,2394,452,1,0,0.00588668138337013,881,"mltD",134,129.364378333107,-0.00362440510049905,0.0400416486334411,-0.0905158809438257,0.927877274587479,0.999974208147515,118.269189110329,142.654183893321,117.697213932091,138.836926396688
"872","mngA",1970,1956,1977,7,0,656,3439,658,2,0,0.00354071825998988,882,"mngA",380,2.00205650810876,-0.000190577034388249,0.00644982291786865,-0.0295476382553501,0.97642782567635,0.999974208147515,2.1309763803663,1.95416690264823,2.04690806838418,1.87617468103632
"873","mngR",710,684,723,13,0,239,1263,240,1,0,0.0179806362378976,883,"mngR",379,10.4890752385044,-0.000933409155544878,0.0141785296454839,-0.0658325777695984,0.947511119176243,0.999974208147515,10.6548819018315,10.7479179645653,10.2345403419209,10.3189607456998
"874","mntH",1219,1179,1239,20,0,412,2107,412,0,0,0.0161420500403551,884,"mntH",1273,1175.3179920788,0.0159478776735775,0.056531514126464,0.282105970802431,0.777862255061203,0.999974208147515,1172.03700920146,1152.95847256246,1204.60539824409,1171.67108830718
"875","moaA",984,972,990,6,0,327,1755,329,2,0,0.00606060606060606,885,"moaA",411,90.827958582699,-0.00592075879140691,0.0361507373332041,-0.163779751899244,0.869904532068219,0.999974208147515,96.9594253066665,87.9375106191705,92.1108630772882,86.3040353276709
"876","modA",751,705,774,23,0,254,1319,257,3,0,0.0297157622739018,886,"modA",398,36.4705010702683,0.00600899224092409,0.0246672068156718,0.243602459160735,0.807538723531606,0.999974208147515,29.8336693251282,40.0604215042888,33.773983128339,42.2139303233173
"877","modB",686,678,690,4,0,229,1144,229,0,0,0.00579710144927536,887,"modB",399,16.3649161884309,-0.00138867592249311,0.0172083878100519,-0.0806976189647441,0.935682430433383,0.999974208147515,13.8513464723809,19.5416690264823,13.3049024444972,18.7617468103632
"878","modC",1036,990,1059,23,0,350,1839,352,2,0,0.0217186024551464,888,"modC",400,23.2042202812493,0.0012232289741127,0.0205249575562696,0.0595971499945463,0.952476488310801,0.999974208147515,22.3752519938461,23.4500028317788,23.5394427864181,23.452183512954
"879","modE",785,777,789,4,0,262,1365,262,0,0,0.00506970849176172,889,"modE",397,12.3173603140802,-0.0010030081297003,0.0146612836628465,-0.0684120267205558,0.945457648322491,0.999974208147515,8.52390552146519,16.61041867251,8.18763227353673,15.9474847888087
"880","modF",1457,1437,1467,10,0,486,2557,489,3,0,0.00681663258350375,890,"modF",396,31.7838396266577,-0.000583234988801513,0.0232674980317966,-0.0250665107182767,0.980001912359548,0.999974208147515,27.7026929447619,36.1520876989923,27.6332589231865,35.6473189396901
"881","moeA",1211,1161,1236,25,0,406,2137,411,5,0,0.0202265372168285,891,"moeA",442,39.1345461411491,-0.00027490400887579,0.0258467634976454,-0.0106359161332069,0.991513926722226,0.999974208147515,38.3575748465933,40.0604215042888,36.8443452309153,41.2758429827991
"882","moeB",721,663,750,29,0,246,1297,249,3,0,0.0386666666666667,892,"moeB",441,11.417413551321,0.00525342745965251,0.0146453506000442,0.358709572964177,0.719812366188324,0.999974208147515,10.6548819018315,9.77083451324117,10.2345403419209,15.0093974482906
"883","motA",887,885,888,1,0,295,1532,295,0,0,0.00112612612612613,893,"motA",1025,89.3096501600009,-0.00668943632129399,0.0360019241534036,-0.18580774440806,0.85259553113541,0.999974208147515,88.4355197852013,93.8000113271152,84.9466848379436,90.0563846897435
"884","motB",915,891,927,12,0,307,1622,308,1,0,0.0129449838187702,894,"motB",1024,55.0217537383387,0.00245250684191707,0.0297247971805032,0.0825071009576373,0.934243471841592,0.999974208147515,51.1434331287911,57.6479236281229,52.1961557437967,59.0995024526442
"885","mpaA",718,696,729,11,0,241,1279,242,1,0,0.0150891632373114,895,"mpaA",731,56.4737809043937,-0.00903722559511943,0.0297215029378069,-0.304063546652741,0.761079478304963,0.999974208147515,63.9292914109889,53.7395898228264,60.3837880173334,47.8424543664262
"886","mpl",1350,1302,1374,24,0,455,2430,457,2,0,0.0174672489082969,896,"mpl",2260,34.2050225368497,0.00240822967896022,0.024412794317878,0.0986462118020069,0.921419177219948,0.999974208147515,33.0301338956776,34.1979207963441,35.8208911967232,33.7711442586538
"887","mppA",1603,1581,1614,11,0,537,2869,537,0,0,0.00681536555142503,897,"mppA",733,138.366671866932,-0.0069801064203843,0.0415950031651008,-0.167811176565573,0.866731829564553,0.999974208147515,147.037370245274,133.860432831404,141.236656718509,131.332227672543
"888","mqo",1621,1569,1647,26,0,546,2910,548,2,0,0.01578627808136,898,"mqo",1181,8.5641554189606,0.00133716146244396,0.0126738955223649,0.105505166906603,0.915974970275333,0.999974208147515,10.6548819018315,5.8625007079447,10.2345403419209,7.50469872414529
"889","mraY",1075,1059,1083,8,0,360,1852,360,0,0,0.00738688827331487,899,"mraY",59,27.2449771501345,-0.00211538473994064,0.0211522859208357,-0.100007382079538,0.920338464777549,0.999974208147515,34.0956220858607,21.4958359291306,32.7505290941469,20.6379214913996
"890","mrcA",2527,2475,2553,26,0,849,4543,850,1,0,0.0101840971406189,900,"mrcA",1772,21.27745684369,-0.000730287467391916,0.019688307508471,-0.0370924452027025,0.970411295739815,0.999974208147515,22.3752519938461,20.5187524778065,22.515988752226,19.6998341508814
"891","mrcB",2484,2382,2535,51,0,842,4468,844,2,0,0.0201183431952663,901,"mrcB",96,42.1878727669111,0.00243096946003415,0.0261658141644958,0.0929063183263265,0.925977986162608,0.999974208147515,36.226598466227,46.9000056635576,36.8443452309153,48.7805417069444
"892","mrdA",1877,1827,1902,25,0,633,3379,633,0,0,0.0131440588853838,902,"mrdA",337,12.3655968124648,-0.00212794336261314,0.0150045225224646,-0.141820131858725,0.887222081874096,0.999974208147515,15.9823228527472,9.77083451324117,14.3283564786893,9.38087340518162
"893","mrdB",1104,1086,1113,9,0,370,1885,370,0,0,0.00808625336927224,903,"mrdB",336,16.1872734751671,0.00393998326283612,0.0173744966100607,0.226768196585026,0.820603994932703,0.999974208147515,14.9168346625641,15.6333352211859,16.3752645470735,17.8236594698451
"894","mreB",1038,1026,1044,6,0,347,1796,347,0,0,0.00574712643678161,904,"mreB",1717,37.9262154723543,0.00193328114626589,0.0249786479987638,0.0773973493826234,0.938307449345615,0.999974208147515,42.6195276073259,32.2437538936959,44.0085234702599,32.8330569181357
"895","mreC",1096,1080,1104,8,0,366,1897,367,1,0,0.0072463768115942,905,"mreC",1716,14.4834392270204,0.000826379672736101,0.0164957050323225,0.0500966567428827,0.960045363927583,0.999974208147515,14.9168346625641,13.6791683185376,14.3283564786893,15.0093974482906
"896","mrp",1079,1017,1110,31,0,369,1964,369,0,0,0.0279279279279279,906,"mrp",1119,111.85070968278,0.0462680423605713,0.0390269814134117,1.18553986716152,0.235804061627821,0.999974208147515,99.0904016870328,98.6854285837358,124.861392171435,124.765616288915
"897","msbA",1736,1710,1749,13,0,582,3082,582,0,0,0.00743281875357347,907,"msbA",508,34.0465532835659,-0.000774230507396105,0.0242927327765661,-0.0318708691408718,0.974575029891288,0.999974208147515,36.226598466227,32.2437538936959,35.8208911967232,31.8949695776175
"898","mscS",858,852,861,3,0,286,1444,286,0,0,0.00348432055749129,908,"mscS",1552,22.5448571452902,-0.00192586706394701,0.0201978917281382,-0.095349905320268,0.924036904473635,0.999974208147515,24.5062283742124,21.4958359291306,23.5394427864181,20.6379214913996
"899","msrA",636,630,639,3,0,212,1146,212,0,0,0.00469483568075117,909,"msrA",2254,49.0494631901697,-0.00320177341130044,0.0257751916919721,-0.124219189116551,0.901141729192111,0.999974208147515,63.9292914109889,36.1520876989923,61.4072420515255,34.709231599172
"900","mtgA",723,711,729,6,0,242,1272,242,0,0,0.00823045267489712,910,"mtgA",1696,58.7237955113645,-0.00258621844409907,0.030084725283674,-0.0859645025744184,0.931494635573686,0.999974208147515,66.0602677913552,52.7625063715023,64.4776041541018,51.5948037284989
"901","mtlA",1897,1863,1914,17,0,637,3343,637,0,0,0.00888192267502612,911,"mtlA",1899,1431.31841522024,-0.00667567844063006,0.0564760008771983,-0.118203809351616,0.905906171694363,0.999974208147515,1481.02858435458,1394.29808503951,1462.5158148605,1387.43117662636
"902","mtlD",1120,1062,1149,29,0,378,1988,382,4,0,0.0252393385552654,912,"mtlD",1900,542.469076304474,0.0517070130069411,0.0543253633975412,0.951802432108192,0.341197188371773,0.999974208147515,486.928102913699,544.235482387533,538.33682198504,600.375897931623
"903","mtr",1197,1101,1245,48,0,411,2104,414,3,0,0.0385542168674699,913,"mtr",1669,88.5029097091238,0.0302332012306644,0.0343906427002082,0.879111259833518,0.379340953192923,0.999974208147515,91.6319843557507,67.4187581413641,110.533035692746,84.4278606466345
"904","mukB",4407,4299,4461,54,0,1483,7817,1486,3,0,0.0121049092131809,914,"mukB",515,57.4310194073907,-0.000770382443798112,0.0304106839892586,-0.0253326246811884,0.979789651543195,0.999974208147515,58.6018504600732,56.6708401767988,56.289971880565,58.161415112126
"905","mukE",670,654,678,8,0,225,1185,225,0,0,0.0117994100294985,915,"mukE",514,8.44357587226237,-0.000750509110576499,0.0127238088433488,-0.0589846263659344,0.95296435317314,0.999974208147515,7.45841733128204,9.77083451324117,7.16417823934464,9.38087340518162
"906","mukF",1322,1320,1323,1,0,440,2321,440,0,0,0.000755857898715042,916,"mukF",513,17.7289512339991,-0.0047303351023903,0.0181272845097755,-0.260951114869929,0.794130206037691,0.999974208147515,18.1132992331135,19.5416690264823,16.3752645470735,16.8855721293269
"907","murA",1244,1212,1260,16,0,419,2200,419,0,0,0.0126984126984127,917,"murA",1686,23.632771115611,-0.00195596588702349,0.0203596522207212,-0.0960706924567599,0.923464427648079,0.999974208147515,27.7026929447619,20.5187524778065,26.6098048889944,19.6998341508814
"908","murB",1011,975,1029,18,0,337,1809,342,5,0,0.0174927113702624,918,"murB",2126,25.6686832013502,-2.07510428147879e-05,0.0203120004674057,-0.0010216149240488,0.999184869366807,0.999974208147515,18.1132992331135,33.22083734502,19.4456266496497,31.8949695776175
"909","murC",1458,1422,1476,18,0,490,2594,491,1,0,0.0121951219512195,919,"murC",63,27.1753989783313,-0.00129401614280791,0.0220214502927324,-0.058761622218631,0.953141976646558,0.999974208147515,26.6372047545787,28.3354200883994,25.5863508548023,28.1426202155448
"910","murD",1258,1140,1317,59,0,435,2306,438,3,0,0.0447987851176917,920,"murD",60,24.3999924508298,0.0227651429251563,0.0204194611998723,1.11487480998268,0.264904072648468,0.999974208147515,14.9168346625641,22.4729193804547,24.5628968206102,35.6473189396901
"911","murE",1472,1440,1488,16,0,491,2607,495,4,0,0.010752688172043,921,"murE",57,39.8182009727626,-0.00221587355004516,0.0259763918097385,-0.0853033618477541,0.932020218909154,0.999974208147515,42.6195276073259,38.1062546016406,41.9616154018758,36.5854062802083
"912","murF",1354,1344,1359,5,0,451,2361,452,1,0,0.00367917586460633,922,"murF",58,25.112592067626,-0.0020919094667201,0.0210266521992007,-0.0994884704850742,0.920750441703284,0.999974208147515,28.768181134945,22.4729193804547,27.6332589231865,21.5760088319177
"913","murG",1055,1029,1068,13,0,354,1839,355,1,0,0.0121722846441948,923,"murG",62,21.6209655798008,0.0001953022084196,0.0195267774674497,0.0100017634115593,0.99201988044224,0.999974208147515,25.5717165643956,17.5875021238341,24.5628968206102,18.7617468103632
"914","murI",846,822,858,12,0,283,1479,285,2,0,0.013986013986014,924,"murI",2125,9.53148984258323,-0.000844964589486503,0.0135087777454882,-0.0625492998260864,0.950125403184227,0.999974208147515,10.6548819018315,8.79375106191705,10.2345403419209,8.44278606466345
"915","murP",1404,1362,1425,21,0,473,2440,474,1,0,0.0147368421052632,925,"murP",1293,32.6315168631027,-0.000573541668536845,0.0235820412057378,-0.024321120616026,0.980596466297614,0.999974208147515,36.226598466227,29.3125035397235,36.8443452309153,28.1426202155448
"916","murQ",870,816,897,27,0,296,1540,298,2,0,0.0301003344481605,926,"yfeU",1294,24.5053144132812,0.00205856007960241,0.0210069001109716,0.0979944717558426,0.921936683140237,0.999974208147515,25.5717165643956,22.4729193804547,25.5863508548023,24.3902708534722
"917","mutH",685,675,690,5,0,228,1179,229,1,0,0.0072463768115942,927,"mutH",1495,13.9275098404948,-0.00121527422136657,0.0161292581875499,-0.0753459463067332,0.939939465483719,0.999974208147515,12.7858582821978,15.6333352211859,12.2814484103051,15.0093974482906
"918","mutL",1823,1773,1848,25,0,613,3231,615,2,0,0.0135281385281385,928,"mutL",2226,39.7370301552425,-0.00315530576584816,0.0255414847426732,-0.123536505322122,0.901682268605355,0.999974208147515,35.1611102760439,45.9229222122335,33.773983128339,44.0901050043536
"919","mutM",802,786,810,8,0,268,1424,269,1,0,0.00987654320987654,929,"mutM",1915,8.48701873039561,-0.000761128209740455,0.0128216369296931,-0.0593627953992201,0.952663145746923,0.999974208147515,8.52390552146519,8.79375106191705,8.18763227353673,8.44278606466345
"920","mutS",2491,2349,2562,71,0,851,4517,853,2,0,0.0277127244340359,930,"mutS",1436,11.1821322048952,0.00443064905641815,0.0145877503212358,0.303723943641147,0.761338214828761,0.999974208147515,9.58939371164833,10.7479179645653,11.257994376113,13.1332227672543
"921","mutY",1044,1026,1053,9,0,348,1868,350,2,0,0.00854700854700855,931,"mutY",1573,11.681182469555,2.09368550813133e-05,0.0148512399010186,0.00140977152216613,0.998875165440797,0.999974208147515,10.6548819018315,12.7020848672135,10.2345403419209,13.1332227672543
"922","nac",905,879,918,13,0,305,1597,305,0,0,0.014161220043573,932,"nac",1068,15.6631943010578,-0.000254652670436863,0.0170290838375808,-0.0149539853620827,0.988068890634563,0.999974208147515,13.8513464723809,17.5875021238341,14.3283564786893,16.8855721293269
"923","nadA",1039,1029,1044,5,0,346,1859,347,1,0,0.00478927203065134,933,"nadA",387,79.1471007085669,-0.00209716824850618,0.0341499897165499,-0.0614105089317155,0.95103228324023,0.999974208147515,84.1735670244687,75.235425751957,84.9466848379436,72.2327252198984
